sep=;
Release Tag;API Item Type;API Item Name
beta;class;AnalyticalElement
beta;class;AnalyticalModel
beta;class;AnalyticalPartition
beta;class;AnalyticalSchema
beta;class;AnalyticalSimulatesSpatialElement
beta;class;AnalyticalType
